"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","source","type","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline","OsGene"
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56521291,56523740,"Pavir.2KG422016","GO:0005992,GO:0003824","AT4G22590","","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","LOC_Os07g30160","trehalose phosphatase, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56525053,56527994,"Pavir.2KG422021","GO:0016810,GO:0006807","AT5G64370","BETA-UP,PYD3","beta-ureidopropionase","LOC_Os07g30170","nitrilase, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56528155,56533837,"Pavir.2KG422026","GO:0003676,GO:0006418,GO:0005524,GO:0004812,GO:0000166,GO:0006421,GO:0005737,GO:0004816","AT4G17300","ATNS1,NS1,OVA8","Class II aminoacyl-tRNA and biotin synthetases superfamily protein","LOC_Os07g30200","tRNA synthetases class II domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56553483,56554395,"Pavir.2KG422031","","","","","LOC_Os12g36000","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56555014,56557060,"Pavir.2KG422036","GO:0016021,GO:0016020,GO:0022857","AT5G47470","","Nodulin MtN21 /EamA-like transporter family protein","LOC_Os07g30210","integral membrane protein DUF6 domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56557481,56559793,"Pavir.2KG422041","","AT3G15351","","","LOC_Os07g30220","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56560003,56571115,"Pavir.2KG422046","GO:0030983,GO:0006298,GO:0005524","AT4G17380","ATMSH4,MSH4","MUTS-like protein 4","LOC_Os07g30240","mutS family domain IV containing protein, expressed","OsMSH4 "
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56576417,56582537,"Pavir.2KG422051","GO:0016021,GO:0006869,GO:0005319","AT5G07630","","lipid transporters","LOC_Os07g30250","RFT1, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56607812,56608320,"Pavir.2KG422056","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56608848,56612036,"Pavir.2KG422061","","","","","LOC_Os07g30280","csAtPR5, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56614696,56618168,"Pavir.2KG422066","GO:0006412,GO:0005840,GO:0003735","AT4G16720","","Ribosomal protein L23/L15e family protein","LOC_Os05g19370","60S ribosomal protein L15, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56619036,56624443,"Pavir.2KG422071","GO:0007165","AT5G61530","","small G protein family protein / RhoGAP family protein","LOC_Os07g30300","small G protein family protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56625421,56628343,"Pavir.2KG422076","GO:0006355,GO:0005739,GO:0003690","AT3G60400","","Mitochondrial transcription termination factor family protein","LOC_Os07g22670","mTERF domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56628664,56629656,"Pavir.2KG422081","","","","","LOC_Os03g42500","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56632466,56634268,"Pavir.2KG422086","GO:0016758,GO:0008152","AT1G22360","AtUGT85A2,UGT85A2","UDP-glucosyl transferase 85A2","LOC_Os07g30330","cytokinin-O-glucosyltransferase 2, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56636072,56638623,"Pavir.2KG422091","","","","","LOC_Os07g40160","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56640950,56647478,"Pavir.2KG422096","GO:0016758,GO:0008152","AT1G22360","AtUGT85A2,UGT85A2","UDP-glucosyl transferase 85A2","LOC_Os07g30330","cytokinin-O-glucosyltransferase 2, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56653420,56655708,"Pavir.2KG422101","GO:0051536,GO:0009055","AT3G16250","NDF4","NDH-dependent cyclic electron flow 1","LOC_Os07g30670","2Fe-2S iron-sulfur cluster binding domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56653464,56655632,"Pavir.2KG422106","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56656884,56658754,"Pavir.2KG422111","GO:0016758,GO:0008152","AT1G22360","AtUGT85A2,UGT85A2","UDP-glucosyl transferase 85A2","LOC_Os07g30469","indole-3-acetate beta-glucosyltransferase, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56659022,56660500,"Pavir.2KG422116","GO:0016758,GO:0008152","AT1G22360","AtUGT85A2,UGT85A2","UDP-glucosyl transferase 85A2","LOC_Os07g30330","cytokinin-O-glucosyltransferase 2, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56661892,56665163,"Pavir.2KG422121","GO:0006412,GO:0005840,GO:0003735","AT3G01790","","Ribosomal protein L13 family protein","LOC_Os08g06474","ribosomal protein L13, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56665795,56666866,"Pavir.2KG422126","","AT3G55500","ATEXP16,ATEXPA16,ATHEXP ALPHA 1.7,EXP16,EXPA16","expansin A16","LOC_Os12g36040","expansin precursor, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56667001,56669207,"Pavir.2KG422131","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56688508,56702402,"Pavir.2KG422136","GO:0005515,GO:0005634,GO:0003677","AT3G16940","","calmodulin binding;transcription regulators","LOC_Os07g30774","calmodulin-binding transcription activator 5, putative, expressed","OsCBT "
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57074625,57085566,"Pavir.2KG426600","GO:0008270,GO:0005737,GO:0005524,GO:0004386,GO:0003677,GO:0000184","AT5G47010","ATUPF1,LBA1,UPF1","RNA helicase, putative","LOC_Os07g31340","regulator of nonsense transcripts 1, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57086583,57089186,"Pavir.2KG426700","GO:0046961,GO:0046933,GO:0045261,GO:0015986","AT5G47030","","ATPase, F1 complex, delta/epsilon subunit","LOC_Os07g31300","ATP synthase delta chain, mitochondrial precursor, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57095703,57100720,"Pavir.2KG426900","","AT4G17050","UGLYAH","ureidoglycine aminohydrolase","LOC_Os07g31270","cupin 2, conserved barrel domain protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57114921,57119945,"Pavir.2KG427200","","AT5G51150","","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein","LOC_Os07g31260","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57122980,57141844,"Pavir.2KG427300","GO:0005524,GO:0004003,GO:0003677","AT4G25120","ATSRS2,SRS2","P-loop containing nucleoside triphosphate hydrolases superfamily protein","LOC_Os07g30980","uvrD/REP helicase family protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57142420,57143717,"Pavir.2KG427400","","AT5G13930","ATCHS,CHS,TT4","Chalcone and stilbene synthase family protein","LOC_Os07g31770","chalcone synthase, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57150874,57152171,"Pavir.2KG427405","","AT5G13930","ATCHS,CHS,TT4","Chalcone and stilbene synthase family protein","LOC_Os07g31770","chalcone synthase, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57159323,57160770,"Pavir.2KG427500","","AT5G13930","ATCHS,CHS,TT4","Chalcone and stilbene synthase family protein","LOC_Os07g31770","chalcone synthase, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57166954,57168251,"Pavir.2KG427600","","AT5G13930","ATCHS,CHS,TT4","Chalcone and stilbene synthase family protein","LOC_Os07g31770","chalcone synthase, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57171148,57172705,"Pavir.2KG427700","GO:0006633,GO:0004315","AT5G13930","ATCHS,CHS,TT4","Chalcone and stilbene synthase family protein","LOC_Os07g17010","chalcone synthase, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57176309,57177630,"Pavir.2KG427705","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57177626,57180781,"Pavir.2KG427900","","AT1G70280","","NHL domain-containing protein","LOC_Os02g49770","NHL repeat-containing protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57184270,57185346,"Pavir.2KG428100","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57188959,57189327,"Pavir.2KG428200","","","","","LOC_Os02g24780","retrotransposon protein, putative, unclassified, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57199485,57200989,"Pavir.2KG428205","GO:0016747,GO:0008610,GO:0006633,GO:0004315","AT5G13930","ATCHS,CHS,TT4","Chalcone and stilbene synthase family protein","LOC_Os07g17010","chalcone synthase, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57208350,57209395,"Pavir.2KG428210","","AT1G70280","","NHL domain-containing protein","LOC_Os02g49770","NHL repeat-containing protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57213184,57213927,"Pavir.2KG428215","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57213961,57215097,"Pavir.2KG428220","","","","","LOC_Os01g44200","retrotransposon protein, putative, unclassified, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57217800,57218168,"Pavir.2KG428225","","","","","LOC_Os02g24780","retrotransposon protein, putative, unclassified, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57294562,57299733,"Pavir.2KG428400","GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855","AT3G23560","ALF5","MATE efflux family protein","LOC_Os07g31884","MATE efflux family protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57306334,57308153,"Pavir.2KG428700","GO:0016758,GO:0008152","AT3G16520","UGT88A1","UDP-glucosyl transferase 88A1","LOC_Os07g31960","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57312581,57315004,"Pavir.2KG428800","GO:0016758,GO:0008152","AT1G07250","UGT71C4","UDP-glucosyl transferase 71C4","LOC_Os07g32010","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57318050,57319961,"Pavir.2KG428900","GO:0016758,GO:0008152","AT3G16520","UGT88A1","UDP-glucosyl transferase 88A1","LOC_Os07g32020","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57320236,57323131,"Pavir.2KG428905","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57323173,57324725,"Pavir.2KG429000","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57327286,57329019,"Pavir.2KG429100","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57346989,57348878,"Pavir.2KG429400","GO:0016758,GO:0008152","AT3G16520","UGT88A1","UDP-glucosyl transferase 88A1","LOC_Os07g32020","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57380542,57382266,"Pavir.2KG429500","GO:0016758,GO:0008152","AT1G07250","UGT71C4","UDP-glucosyl transferase 71C4","LOC_Os07g37690","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57398344,57398847,"Pavir.2KG429505","GO:0016758,GO:0008152","AT1G07250","UGT71C4","UDP-glucosyl transferase 71C4","LOC_Os07g32020","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57407639,57409330,"Pavir.2KG429700","","","","","LOC_Os09g38777","MOSC domain-containing protein, mitochondrial precursor, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57433374,57449216,"Pavir.2KG429800","GO:0016758,GO:0008152","AT3G21750","UGT71B1","UDP-glucosyl transferase 71B1","LOC_Os07g32060","UDP-glucoronosyl/UDP-glucosyl transferase, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57438393,57444048,"Pavir.2KG430000","GO:0005634,GO:0003677","AT3G15270","SPL5","squamosa promoter binding protein-like 5","LOC_Os07g32170","OsSPL13 - SBP-box gene family member, expressed","OsSPL13 "
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57451983,57453515,"Pavir.2KG430005","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57459367,57462409,"Pavir.2KG430400","GO:0005634,GO:0003677","AT1G53160","SPL4","squamosa promoter binding protein-like 4","LOC_Os07g32170","OsSPL13 - SBP-box gene family member, expressed","OsSPL13 "
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57468869,57469570,"Pavir.2KG430405","","AT1G40390","","DNAse I-like superfamily protein","LOC_Os12g43900","retrotransposon protein, putative, LINE subclass, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57474871,57480780,"Pavir.2KG430800","","AT4G21570","","Protein of unknown function (DUF300)","LOC_Os07g32230","domain of unknown function domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57483321,57487050,"Pavir.2KG430900","GO:0043531","AT3G46530","RPP13","NB-ARC domain-containing disease resistance protein","LOC_Os08g10260","NBS-LRR disease resistance protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57505748,57506906,"Pavir.2KG431100","","AT2G40730","","Protein kinase family protein with ARM repeat domain","LOC_Os01g60440","HEAT repeat family protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57510721,57512588,"Pavir.2KG431105","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57527278,57533328,"Pavir.2KG431300","","AT3G05270","","Plant protein of unknown function (DUF869)","LOC_Os07g32340","retrotransposon protein, putative, unclassified, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57534080,57538260,"Pavir.2KG431400","","AT1G29320","","Transducin/WD40 repeat-like superfamily protein","LOC_Os07g32350","WD domain, G-beta repeat domain containing protein, expressed",NA
