"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","source","type","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline","OsGene"
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13371214,13377512,"Pavir.3KG206502","","AT5G13500","","","LOC_Os05g32060","expressed protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13379487,13384931,"Pavir.3KG206529","GO:0006468,GO:0005524,GO:0004672","AT3G59110","","Protein kinase superfamily protein","LOC_Os10g35450","serine/threonine-protein kinase, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13394056,13395925,"Pavir.3KG206556","GO:0006508,GO:0004190","AT1G01300","","Eukaryotic aspartyl protease family protein","LOC_Os05g51220","aspartic proteinase, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13397036,13400813,"Pavir.3KG206583","GO:0005515,GO:0016773","AT2G46500","ATPI4K GAMMA 4,PI4K GAMMA 4,UBDK GAMMA 4","phosphoinositide 4-kinase gamma 4","LOC_Os05g51230","phosphatidylinositol 3- and 4-kinase family protein, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14184632,14186686,"Pavir.3KG206600","GO:0043565,GO:0006355,GO:0003700","AT4G18170","ATWRKY28,WRKY28","WRKY DNA-binding protein 28","LOC_Os05g50610","WRKY8, expressed","OsWRKY8 "
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13401864,13405380,"Pavir.3KG206610","","AT4G17520","","Hyaluronan / mRNA binding family","LOC_Os05g51180","hyaluronan/mRNA binding family domain containing protein, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13408243,13410072,"Pavir.3KG206637","","AT5G47390","","myb-like transcription factor family protein","LOC_Os05g51160","Myb transcription factor, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13417965,13420812,"Pavir.3KG206664","GO:0016987,GO:0006355,GO:0006352,GO:0003700,GO:0003677","AT3G53920","SIG3,SIGC","RNApolymerase sigma-subunit C","LOC_Os05g51150","RNA polymerase sigma factor, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13422128,13425822,"Pavir.3KG206691","GO:0016021","AT3G02420","","","LOC_Os05g51140","expressed protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13427292,13429787,"Pavir.3KG206718","GO:0005524","AT3G50930","BCS1","cytochrome BC1 synthesis","LOC_Os05g51130","mitochondrial chaperone BCS1, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13430208,13432281,"Pavir.3KG206745","","","","","","",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13434951,13436763,"Pavir.3KG206772","GO:0005524","AT3G50930","BCS1","cytochrome BC1 synthesis","LOC_Os05g51130","mitochondrial chaperone BCS1, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13437333,13438993,"Pavir.3KG206799","GO:0005524","AT3G50930","BCS1","cytochrome BC1 synthesis","LOC_Os01g42030","mitochondrial chaperone BCS1, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14188510,14192462,"Pavir.3KG206800","","AT5G46410","SSP4","SCP1-like small phosphatase 4","LOC_Os01g43870","NLI interacting factor-like phosphatase, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13443787,13445143,"Pavir.3KG206826","","","","","LOC_Os05g51110","expressed protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13445309,13449274,"Pavir.3KG206853","","AT1G70060","SNL4","SIN3-like 4","LOC_Os05g51110","expressed protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13468844,13473378,"Pavir.3KG206880","","","","","","",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13473809,13475496,"Pavir.3KG206907","","AT5G62850","AtVEX1","Nodulin MtN3 family protein","LOC_Os05g51090","nodulin MtN3 family protein, putative, expressed","OsSWEET5 "
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13475552,13476831,"Pavir.3KG206934","","AT1G49000","","","LOC_Os06g30400","expressed protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13477734,13479214,"Pavir.3KG206961","","AT1G56300","","Chaperone DnaJ-domain superfamily protein","LOC_Os01g42190","heat shock protein DnaJ, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13530704,13532009,"Pavir.3KG206988","","","","","","",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14205885,14207503,"Pavir.3KG207000","GO:0006508,GO:0004185","AT1G15000","scpl50","serine carboxypeptidase-like 50","LOC_Os05g50600","OsSCP31 - Putative Serine Carboxypeptidase homologue, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13549138,13587859,"Pavir.3KG207015","","AT4G39420","","","LOC_Os01g08750","expressed protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13600314,13605708,"Pavir.3KG207042","GO:0005515,GO:0006468,GO:0005524,GO:0004672","AT2G26730","","Leucine-rich repeat protein kinase family protein","LOC_Os01g42294","inactive receptor kinase At2g26730 precursor, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13607440,13613775,"Pavir.3KG207069","","AT1G12790","","","LOC_Os05g51060","DNA ligase, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13613881,13616763,"Pavir.3KG207096","GO:0005740,GO:0004129","AT1G80230","","Rubredoxin-like superfamily protein","LOC_Os01g42650","cytochrome c oxidase subunit 5B, mitochondrial precursor, putative, expressed","coxVb|COX5b "
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14208045,14215972,"Pavir.3KG207100","GO:0005515,GO:0006355,GO:0005634","AT5G25150","TAF5","TBP-associated factor 5","LOC_Os06g44030","WD domain, G-beta repeat domain containing protein, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13636887,13637615,"Pavir.3KG207123","","AT1G40390","","DNAse I-like superfamily protein","LOC_Os12g43900","retrotransposon protein, putative, LINE subclass, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14216610,14219672,"Pavir.3KG207127","","AT2G25420","","transducin family protein / WD-40 repeat family protein","LOC_Os04g52660","expressed protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13637695,13639052,"Pavir.3KG207150","","","","","","",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14220225,14221776,"Pavir.3KG207154","GO:0006508,GO:0004185","AT1G15000","scpl50","serine carboxypeptidase-like 50","LOC_Os05g50600","OsSCP31 - Putative Serine Carboxypeptidase homologue, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13639053,13640910,"Pavir.3KG207177","","AT3G43590","","zinc knuckle (CCHC-type) family protein","LOC_Os05g40490","zinc knuckle domain containing protein, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13644049,13648628,"Pavir.3KG207204","","AT5G20060","","alpha/beta-Hydrolases superfamily protein","LOC_Os01g42690","OsPOP2 - Putative Prolyl Oligopeptidase homologue, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13649443,13650527,"Pavir.3KG207231","","","","","","",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13651856,13655258,"Pavir.3KG207258","GO:0003677","AT1G53250","","","LOC_Os10g12354","endonuclease, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13669318,13670791,"Pavir.3KG207285","","AT4G27620","","","LOC_Os05g51000","expressed protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13692235,13697376,"Pavir.3KG207312","GO:0045454","AT1G53300","TTL1","tetratricopetide-repeat thioredoxin-like 1","LOC_Os01g42960","TTL1, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13699002,13703459,"Pavir.3KG207339","GO:0005515","AT4G20130","PTAC14","plastid transcriptionally active 14","LOC_Os05g50980","SET domain containing protein, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13704454,13706532,"Pavir.3KG207366","","","","","LOC_Os05g50970","protein phosphatase 2C, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13745754,13748899,"Pavir.3KG207393","","AT4G26090","RPS2","NB-ARC domain-containing disease resistance protein","LOC_Os04g39460","NBS-LRR type disease resistance protein, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14225074,14227580,"Pavir.3KG207400","GO:0003676","AT5G66010","","RNA-binding (RRM/RBD/RNP motifs) family protein","LOC_Os11g03890","RNA recognition motif containing protein, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13752468,13757866,"Pavir.3KG207420","GO:0003824,GO:0006470,GO:0004722","AT5G53140","","Protein phosphatase 2C family protein","LOC_Os05g50970","protein phosphatase 2C, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13759335,13761565,"Pavir.3KG207447","","AT4G23820","","Pectin lyase-like superfamily protein","LOC_Os05g50960","polygalacturonase, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13760680,13764360,"Pavir.3KG207474","","AT4G01030","","pentatricopeptide (PPR) repeat-containing protein","LOC_Os05g50950","pentatricopeptide repeat protein PPR986-12, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14228012,14229265,"Pavir.3KG207500","","","","","","",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13764557,13766506,"Pavir.3KG207501","","AT5G24130","","","LOC_Os05g50940","expressed protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13766718,13769464,"Pavir.3KG207528","GO:0016987,GO:0006355,GO:0006352,GO:0003700,GO:0003677","AT5G24120","ATSIG5,SIG5,SIGE","sigma factor E","LOC_Os05g50930","RNA polymerase sigma factor, putative, expressed","OsSIG5 "
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13777868,13778290,"Pavir.3KG207555","","AT5G66590","","CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein","LOC_Os03g52300","SCP-like extracellular protein, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13808415,13812291,"Pavir.3KG207582","","","","","LOC_Os01g14320","expressed protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14231620,14236568,"Pavir.3KG207600","GO:0016773,GO:0016020,GO:0005524","AT2G42880","ATMPK20,MPK20","MAP kinase 20","LOC_Os01g43910","CGMC_MAPKCMGC_2.4 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed","OsMPK10 "
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13816500,13819004,"Pavir.3KG207609","","AT5G41800","","Transmembrane amino acid transporter family protein","LOC_Os05g50920","transmembrane amino acid transporter protein, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13822080,13827330,"Pavir.3KG207636","","AT3G61670","","Protein of unknown function (DUF3133)","LOC_Os05g50910","extra-large G-protein-related, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13835358,13839585,"Pavir.3KG207663","GO:0046983","AT3G24140","FMA","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os05g50900","helix-loop-helix DNA-binding protein, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13839970,13845842,"Pavir.3KG207690","GO:0080123,GO:0009864,GO:0009694,GO:0009611","AT2G46370","FIN219,JAR1","Auxin-responsive GH3 family protein","LOC_Os05g50890","OsGH3.5 - Probable indole-3-acetic acid-amido synthetase, expressed","OsJar1|OsGH3.5|OsGH3-5 "
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13864369,13865777,"Pavir.3KG207717","","","","","","",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13868902,13877612,"Pavir.3KG207744","","AT4G01100","ADNT1","adenine nucleotide transporter 1","LOC_Os05g50840","mitochondrial carrier protein, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13870506,13871916,"Pavir.3KG207771","","","","","","",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13871917,13873813,"Pavir.3KG207798","","","","","","",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14238001,14241836,"Pavir.3KG207800","GO:0008299,GO:0016765,GO:0015979","AT1G17050","SPS2","solanesyl diphosphate synthase 2","LOC_Os05g50550","polyprenyl synthetase, putative, expressed","OsSPS2 "
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13877726,13880056,"Pavir.3KG207825","GO:0006468,GO:0004672","AT5G41730","","Protein kinase family protein","LOC_Os01g43350","protein kinase family protein, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13889575,13893620,"Pavir.3KG207852","","AT1G64140","","","LOC_Os01g43372","expressed protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13895223,13899012,"Pavir.3KG207879","GO:0006468,GO:0004672","AT4G23650","CDPK6,CPK3","calcium-dependent protein kinase 6","LOC_Os05g50810","CAMK_CAMK_like.5 - CAMK includes calcium/calmodulin depedent protein kinases, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14243671,14253081,"Pavir.3KG207900","GO:0008080","AT1G10490","","Domain of unknown function (DUF1726) ;Putative ATPase (DUF699)","LOC_Os12g07300","N-acetyltransferase 10, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13899293,13902147,"Pavir.3KG207906","","AT2G46225","ABIL1","ABI-1-like 1","LOC_Os05g50800","expressed protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14249586,14250359,"Pavir.3KG207927","","","","","","",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13904289,13905869,"Pavir.3KG207933","GO:0055085,GO:0016021,GO:0008308,GO:0006873","AT5G24030","SLAH3","SLAC1 homologue 3","LOC_Os01g43460","C4-dicarboxylate transporter/malic acid transport protein, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13922941,13925344,"Pavir.3KG207960","","AT5G58240","FHIT","FRAGILE HISTIDINE TRIAD","LOC_Os11g02760","histidine triad family protein, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13982024,13982584,"Pavir.3KG207987","","","","","","",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13982775,13985043,"Pavir.3KG208014","","","","","","",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13992351,13993985,"Pavir.3KG208041","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT3G03470","CYP89A9","cytochrome P450, family 87, subfamily A, polypeptide 9","LOC_Os02g01890","cytochrome P450, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",13999395,14001992,"Pavir.3KG208068","GO:0055085,GO:0016021,GO:0008308,GO:0006873","AT5G24030","SLAH3","SLAC1 homologue 3","LOC_Os01g43460","C4-dicarboxylate transporter/malic acid transport protein, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14022073,14024411,"Pavir.3KG208095","GO:0055085,GO:0016021,GO:0008308,GO:0006873","AT5G24030","SLAH3","SLAC1 homologue 3","LOC_Os01g43460","C4-dicarboxylate transporter/malic acid transport protein, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14254063,14259680,"Pavir.3KG208100","","AT2G34410","","O-acetyltransferase family protein","LOC_Os05g50510","CAS1 domain-containing protein 1 precursor, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14072467,14077760,"Pavir.3KG208122","GO:0009378,GO:0006310,GO:0006281","AT1G64110","","P-loop containing nucleoside triphosphate hydrolases superfamily protein","LOC_Os05g50750","AAA family ATPase, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14084580,14086551,"Pavir.3KG208149","","AT5G52870","","","LOC_Os05g50730","expressed protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14262631,14264638,"Pavir.3KG208200","","AT2G42900","","Plant basic secretory protein (BSP) family protein","LOC_Os05g50500","secretory protein, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14270703,14272714,"Pavir.3KG208300","","AT2G30933","","Carbohydrate-binding X8 domain superfamily protein","LOC_Os05g50490","X8 domain containing protein, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14273712,14280858,"Pavir.3KG208500","","AT1G29350","","Kinase-related protein of unknown function (DUF1296)","LOC_Os05g50480","protein of unknown function DUF1296 domain containing protein, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14281451,14283318,"Pavir.3KG208527","","","","","LOC_Os05g12720","conserved hypothetical protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14292520,14292843,"Pavir.3KG208700","","","","","LOC_Os01g73060","expressed protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14297462,14298296,"Pavir.3KG208800","","","","","","",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14298553,14298897,"Pavir.3KG208827","","","","","","",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14299103,14300211,"Pavir.3KG208900","","AT5G66440","","","LOC_Os05g50470","expressed protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14313237,14316434,"Pavir.3KG209100","","AT3G47840","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os05g50460","pentatricopeptide, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14316858,14320277,"Pavir.3KG209200","GO:0006355,GO:0003677","AT1G52890","ANAC019,NAC019","NAC domain containing protein 19","LOC_Os11g04960","no apical meristem protein, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14320848,14326893,"Pavir.3KG209300","GO:0000228,GO:0005515","AT5G05490","ATREC8,DIF1,REC8,SYN1","Rad21/Rec8-like family protein","LOC_Os05g50410","Rad21 / Rec8 like protein, putative, expressed","OsRad21-4|OsREC8 "
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14327925,14333571,"Pavir.3KG209400","GO:0016779,GO:0009058","AT1G27680","APL2","ADPGLC-PPase large subunit","LOC_Os05g50380","glucose-1-phosphate adenylyltransferase large subunit, chloroplast precursor, putative, expressed","OsAPL3 "
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14336328,14336915,"Pavir.3KG209427","","","","","","",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14338538,14339663,"Pavir.3KG209600","","","","","LOC_Os08g04090","expressed protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14340591,14341349,"Pavir.3KG209700","","","","","LOC_Os11g40790","expressed protein",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14348854,14349919,"Pavir.3KG209727","","","","","LOC_Os01g34630","retrotransposon protein, putative, Ty1-copia subclass, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14367197,14368297,"Pavir.3KG209754","GO:0006468,GO:0005524,GO:0004672","AT5G63370","","Protein kinase superfamily protein","LOC_Os06g47880","cell division control protein 2 homolog 3, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14368638,14376306,"Pavir.3KG209781","","AT1G75310","AUL1","auxin-like 1 protein","LOC_Os05g50370","dnaJ domain containing protein, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14376176,14377604,"Pavir.3KG209808","","","","","","",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14385109,14387816,"Pavir.3KG209835","","AT2G18290","APC10","anaphase promoting complex 10","LOC_Os05g50360","anaphase-promoting complex subunit 10, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14390308,14391428,"Pavir.3KG209862","","AT1G75250","ATRL6,RL6,RSM3","RAD-like 6","LOC_Os05g50350","MYB family transcription factor, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14394222,14394647,"Pavir.3KG211000","","AT1G75250","ATRL6,RL6,RSM3","RAD-like 6","LOC_Os05g50340","MYB family transcription factor, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14413310,14414474,"Pavir.3KG211100","","AT2G02540","ATHB21,HB21,ZFHD4","homeobox protein 21","LOC_Os05g50310","ZF-HD protein dimerisation region containing protein, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14416331,14417483,"Pavir.3KG211200","","","","","","",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14456659,14461144,"Pavir.3KG211300","GO:0008152,GO:0003824","AT4G05160","","AMP-dependent synthetase and ligase family protein","LOC_Os05g50300","AMP-binding enzyme, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14465926,14467236,"Pavir.3KG211400","GO:0006284","AT1G19480","","DNA glycosylase superfamily protein","LOC_Os05g50290","hhH-GPD superfamily base excision DNA repair protein, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14469317,14474683,"Pavir.3KG211500","GO:0055085,GO:0016021","AT1G19450","","Major facilitator superfamily protein","LOC_Os05g50280","transporter family protein, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14479989,14482138,"Pavir.3KG214400","GO:0043565,GO:0008270,GO:0006355,GO:0003700","AT3G50870","GATA18,HAN,MNP","GATA type zinc finger transcription factor family protein","LOC_Os05g50270","GATA zinc finger domain containing protein, expressed","NL1 "
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14491477,14496436,"Pavir.3KG214600","","AT1G60590","","Pectin lyase-like superfamily protein","LOC_Os01g44970","polygalacturonase, putative, expressed",NA
"Chr03K","3K@38",13323286,20786505,"PRM","Chr03K","phytozomev13","gene",14500558,14507096,"Pavir.3KG214700","GO:0055114,GO:0016616,GO:0006694,GO:0003854","AT5G14700","","NAD(P)-binding Rossmann-fold superfamily protein","LOC_Os05g50250","cinnamoyl-CoA reductase-related, putative, expressed",NA
